251,OPEN,85370657126689,14796,14783,14789,7,557056,skipper,/proc/66/cmdline
252,OPEN,85370657210855,14796,14783,14789,7,557056,skipper,/proc/66/stat
253,OPEN,85370657286056,14796,14783,14789,7,557056,skipper,/proc/55
254,OPEN,85370657332640,14796,14783,14789,7,557056,skipper,/proc/55/cmdline
255,OPEN,85370657411885,14796,14783,14789,7,557056,skipper,/proc/55/stat
256,OPEN,85370658305330,14796,14783,14789,7,557056,skipper,/dev/null
257,CLONE,85370658433840,14796,14783,14789,0,0,skipper,
258,FORK,85370658488469,14796,14783,14789,0,0,skipper,
259,PWD,/workspace/
259,EXECVE_RET,85370658592531,14797,14789,14797,0,0,skipper,ls -alt 
260,OPEN,85370658917082,14797,14789,14797,3,557056,ls,/etc/ld.so.cache
261,OPEN,85370658977054,14797,14789,14797,3,557056,ls,/lib/x86_64-linux-gnu/libselinux.so.1
262,CLONE,85370659087895,14791,14783,14789,0,0,skipper,
263,FORK,85370659133419,14791,14783,14789,0,0,skipper,
264,OPEN,85370659206915,14797,14789,14797,3,557056,ls,/lib/x86_64-linux-gnu/libc.so.6
265,OPEN,85370659300272,14797,14789,14797,3,557056,ls,/lib/x86_64-linux-gnu/libpcre.so.3
266,OPEN,85370659399542,14797,14789,14797,3,557056,ls,/lib/x86_64-linux-gnu/libdl.so.2
267,OPEN,85370659485746,14797,14789,14797,3,557056,ls,/lib/x86_64-linux-gnu/libpthread.so.0
268,OPEN,85370659927081,14797,14789,14797,3,557056,ls,/proc/filesystems
269,OPEN,85370660070312,14797,14789,14797,-2,557056,ls,/usr/lib/locale/locale-archive
270,OPEN,85370660115590,14797,14789,14797,-2,557056,ls,/usr/share/locale/locale.alias
271,OPEN,85370660154194,14797,14789,14797,3,557056,ls,/usr/lib/locale/C.UTF-8/LC_IDENTIFICATION
272,OPEN,85370660230623,14797,14789,14797,3,32768,ls,/usr/lib/x86_64-linux-gnu/gconv/gconv-modules.cache
273,OPEN,85370660289651,14797,14789,14797,3,557056,ls,/usr/lib/locale/C.UTF-8/LC_MEASUREMENT
274,OPEN,85370660345315,14797,14789,14797,3,557056,ls,/usr/lib/locale/C.UTF-8/LC_TELEPHONE
275,OPEN,85370660414488,14797,14789,14797,3,557056,ls,/usr/lib/locale/C.UTF-8/LC_ADDRESS
276,OPEN,85370660502142,14797,14789,14797,3,557056,ls,/usr/lib/locale/C.UTF-8/LC_NAME
277,OPEN,85370660572476,14797,14789,14797,3,557056,ls,/usr/lib/locale/C.UTF-8/LC_PAPER
278,OPEN,85370660627649,14797,14789,14797,3,557056,ls,/usr/lib/locale/C.UTF-8/LC_MESSAGES
279,OPEN,85370660685087,14797,14789,14797,3,557056,ls,/usr/lib/locale/C.UTF-8/LC_MESSAGES/SYS_LC_MESSAGES
